,ID,comments,cleaned_comments
848,WmjawuFvDu4,estas padricima esa pelicula!!!!.,esta padricima esa pelicula
854,WmjawuFvDu4,u should See tunisia Airlines,u see tunisia airlin
855,WmjawuFvDu4,Yeah that&#39;s &quot;by the book&quot;. But I have seen with my own eyes pilots arriving much later.,yeah quot book quot seen eye pilot arriv much later
856,WmjawuFvDu4,"Never happen in real life.  The negative G&#39;s induced in what is the equivilant of an outside loop would have torn the wings off, not to mention killed the passengers.....",never happen real life neg g induc equivil outsid loop would torn wing mention kill passeng
857,WmjawuFvDu4,It was Good.,good
858,WmjawuFvDu4,"ok i think i get it, nose down trim, then roll the plane to where it lands ...tail hits first , belly flop and instead of the nose of the plane crashing into the ground on impact. the nose is pointing up for a belly flop. si all u piolots remember this when it happens to you",ok think get nose trim roll plane land tail hit first belli flop instead nose plane crash ground impact nose point belli flop si u piolot rememb happen
859,WmjawuFvDu4,looks like an MD-82 to me . I am impressed with their choice. McDonnell Douglas has a superb reputation with plane crashes in fact the most in commercial aviation.,look like md impress choic mcdonnel dougla superb reput plane crash fact commerci aviat
860,WmjawuFvDu4,"He&#39;s an alcoholic, IE: He tends to cut things close!",alcohol ie tend cut thing close
861,WmjawuFvDu4,A good movie.Oscar worthy.,good movi oscar worthi
862,WmjawuFvDu4,He&#39;s a puss for freaking out in the face of certain death? How would you react if you were in a plane diving nose down into a subdivision and you had no idea why or how to stop it?,puss freak face certain death would react plane dive nose subdivis idea stop
863,WmjawuFvDu4,Can anyone tell me the name of the actress who played the little Miss Scanty Panty role at the start of the movie? That scene should put lead in my pencil.,anyon tell name actress play littl miss scanti panti role start movi scene put lead pencil
864,WmjawuFvDu4,its a md88 panel,md panel
865,WmjawuFvDu4,will this be play on airplane?,play airplan
866,WmjawuFvDu4,"One major error in movie. The opening scene is 7:15am in a hotel room near the airport, yet supposedly Washington&#39;s flight departs at 9:00am. In real life, an airline pilot would have to arrive at the airport at least 2-3 hours prior to departure.This is to check weather patterns, navigate a route, check fuel on board and to check passenger manifesto.",one major error movi open scene hotel room near airport yet supposedli washington flight depart real life airlin pilot would arriv airport least hour prior departur check weather pattern navig rout check fuel board check passeng manifesto
867,WmjawuFvDu4,As he flies he puts on ear phones and listens to COP KILLER RAP.  The Lion Kings better get use to saying President Romney Mova F##K.,fli put ear phone listen cop killer rap lion king better get use say presid romney mova f k
868,WmjawuFvDu4,JUST ANOTHER LION KING MOVIE BUT IN A PLANE,anoth lion king movi plane
870,WmjawuFvDu4,This movie annoys me already. It&#39;s an MD-80 but clearly not an MD-80 flight deck. Also the copilot is a puss.,movi annoy alreadi md clearli md flight deck also copilot puss
871,WmjawuFvDu4,"simple plot, but still seems like a good movie. Character development and acting will be key",simpl plot still seem like good movi charact develop act key
872,WmjawuFvDu4,MD-82 ? with denzel controlling that bitch lol,md denzel control bitch lol
873,WmjawuFvDu4,Please explain why is the aircraft upside down!,pleas explain aircraft upsid
874,WmjawuFvDu4,Soul Plane!,soul plane
875,WmjawuFvDu4,This looks like a damn good movie! And you can&#39;t go wrong with Denzel!,look like damn good movi go wrong denzel
876,WmjawuFvDu4,were there snakes on the plane?,snake plane
877,WmjawuFvDu4,Has anyone noticed that plane they keep showing is a CHEMTRAIL plane?,anyon notic plane keep show chemtrail plane
878,WmjawuFvDu4,He landed that with the help of chuck Norris,land help chuck norri
879,WmjawuFvDu4,"Now Imagine the pilot was black? Oh, wait...",imagin pilot black oh wait
880,WmjawuFvDu4,Flight vs Wreck it Ralph at the box office....who will win? I don&#39;t know...,flight vs wreck ralph box offic win know
881,WmjawuFvDu4,That song is fucking awesome. Denzel is a BAMF.,song fuck awesom denzel bamf
882,WmjawuFvDu4,&quot;Gimme Shelter&quot; by The Rolling Stones,quot gim shelter quot roll stone
883,WmjawuFvDu4,Denzel is simply one of America&#39;s best...ever!,denzel simpli one america best ever
884,WmjawuFvDu4,I&#39;m excited to watch this movie ^_^,excit watch movi
885,WmjawuFvDu4,"belated, but in case you are still curious, &quot;Give Me Shelter&quot; by the Rolling Stones",belat case still curiou quot give shelter quot roll stone
886,WmjawuFvDu4,"Wait, no snakes?",wait snake
887,WmjawuFvDu4,it said he was drinking the night before the flight :P,said drink night flight p
888,WmjawuFvDu4,"He didn&#39;t land the plane upside down. He trimmed the plane nose down until it was upside down midair so he could level out the dive, then just as he came in on approach he rolled the plane back over to land on it&#39;s belly this can be seen at 0:28 . Not criticizing, just an observation, looks like this is gonna be good ;D",land plane upsid trim plane nose upsid midair could level dive came approach roll plane back land belli seen critic observ look like gon na good
889,WmjawuFvDu4,what the last song name,last song name
890,WmjawuFvDu4,Viacom Supports this movie,viacom support movi
891,WmjawuFvDu4,rolling stones ftw,roll stone ftw
892,WmjawuFvDu4,2:24 LIKE A G!,like g
893,WmjawuFvDu4,lol&#39;d at the last clip of the plane flying upside down,lol last clip plane fli upsid
894,WmjawuFvDu4,"When I heard &#39;Gimme Shelter&#39;, I thought this was a Martin Scorsese&#39;s film. This film looks interesting, in my opinion. I can&#39;t wait.",heard gim shelter thought martin scorses film film look interest opinion wait
895,WmjawuFvDu4,looks so good!,look good
896,WmjawuFvDu4,"Wow this looks excellent. Same director as Forrest Gump, Cast Away, among others",wow look excel director forrest gump cast away among other
897,WmjawuFvDu4,why does the girl have a sexy spread at 2:16? I didn&#39;t know you were supposed to do that while your plane was crashing.,girl sexi spread know suppos plane crash
898,WmjawuFvDu4,The stones make any trailer awesome!!!!!!!,stone make trailer awesom
899,WmjawuFvDu4,THIS LOOKS EPIC!!!!!!!!!!!!!!!!!!!!!,look epic
900,WmjawuFvDu4,"Flying upside down LIKE A BOSS, bitch.",fli upsid like boss bitch
901,WmjawuFvDu4,Planes falling apart?- bitch please- Allow me to land it upside down while under the influence of alcohol.,plane fall apart bitch pleas allow land upsid influenc alcohol
902,WmjawuFvDu4,don cheadle and denzel xD,cheadl denzel xd
903,WmjawuFvDu4,Denzel Washington and John Goodman? AWESOME!,denzel washington john goodman awesom
904,WmjawuFvDu4,you had me at gimme shelter by the rolling stones,gim shelter roll stone
905,WmjawuFvDu4,This looks amazing,look amaz
906,WmjawuFvDu4,PilotLAD.,pilotlad
907,WmjawuFvDu4,whats the song called,what song call
908,WmjawuFvDu4,You had me at &quot;Director of Forest Gump&quot;,quot director forest gump quot
909,WmjawuFvDu4,He almost did a barrel roll...,almost barrel roll
910,WmjawuFvDu4,lookin forward to this :D,lookin forward
911,WmjawuFvDu4,Thanks! *DANCES WHILE NAKED*,thank danc nake
912,WmjawuFvDu4,I feel as if I&#39;ve watched the whole first two acts of the movie.,feel watch whole first two act movi
913,WmjawuFvDu4,What a pimp!!!,pimp
914,WmjawuFvDu4,Good point.,good point
915,WmjawuFvDu4,"I think they&#39;d want to put movies that are more related to this one, in the sense that BTTF seemingly has nothing to do with this.",think want put movi relat one sens bttf seemingli noth
916,WmjawuFvDu4,"This looks so good. Just find it weird why they would put &#39;Director of Cast Away&#39; and not Back to the Future, surely BTTF is more popular.",look good find weird would put director cast away back futur sure bttf popular
917,WmjawuFvDu4,"Denzel....made by the director of Cast Away, Forrest Gump, Back to the Future....TAKE MY MONEY!",denzel made director cast away forrest gump back futur take money
918,WmjawuFvDu4,This could end up being Denzels biggest movie,could end denzel biggest movi
919,WmjawuFvDu4,John Goodman looks like he&#39;s going through some stuff ;D community reference;D,john goodman look like go stuff commun refer
920,WmjawuFvDu4,"Any trailer with Gimme Shelter in it, is immediately badass",trailer gim shelter immedi badass
921,WmjawuFvDu4,"PERFECT trailer. It shows us what the movie is about, but reveals little about its conclusion. This is a great trailer. If only all the industries knew how to make trailers that still impressed without sensitive details... I&#39;ll definitely check this one out.",perfect trailer show us movi reveal littl conclus great trailer industri knew make trailer still impress without sensit detail definit check one
922,WmjawuFvDu4,Denzel Washington.... I dont care what is it I have to see it.,denzel washington dont care see
923,WmjawuFvDu4,what a tune!,tune
924,WmjawuFvDu4,why does that trailer remind me of a martin scorsese movie?,trailer remind martin scorses movi
925,WmjawuFvDu4,I&#39;m feeling Oscar contender,feel oscar contend
926,WmjawuFvDu4,"Looks good, but the music is way too upbeat...it&#39;s random.",look good music way upbeat random
927,WmjawuFvDu4,am i the only person who was completely underwhelmed with this trailer? when the plane was upside down i laughed...,person complet underwhelm trailer plane upsid laugh
928,WmjawuFvDu4,you had me at denzel washington. one of my fave actors.,denzel washington one fave actor
929,WmjawuFvDu4,Omg he landed the plane upside down while DRUNK? what a beast!,omg land plane upsid drunk beast
930,WmjawuFvDu4,the man that brought you Back to the Future and Forrest Gump.......cast away never happen.,man brought back futur forrest gump cast away never happen
931,WmjawuFvDu4,2:24 now thats an airshow,that airshow
932,WmjawuFvDu4,Robert Zemeckis is a great director. thank god he decided to make a real movie and not a new animation,robert zemecki great director thank god decid make real movi new anim
933,ucmnTmYpGhI,*beware of antisemist butthurt coming up your way*,bewar antisemist butthurt come way
934,ucmnTmYpGhI,he deadass got 16 likes for saying no no no no all over again,deadass got like say
935,ucmnTmYpGhI,what,
936,ucmnTmYpGhI,was that a motorboat? o.o,motorboat
937,ucmnTmYpGhI,The entire movie is Zionist propaganda.,entir movi zionist propaganda
938,ucmnTmYpGhI,Chuck norris from israel?,chuck norri israel
939,ucmnTmYpGhI,how about you get a life and enjoy the trailer?,get life enjoy trailer
940,ucmnTmYpGhI,No it was just Zohan,zohan
941,ucmnTmYpGhI,NONONONONONONONONO! That was Zohan!,nonononononononono zohan
942,ucmnTmYpGhI,click like if you are watching this is 2012,click like watch
943,ucmnTmYpGhI,JEsus and MahDI=JEDI,jesu mahdi jedi
944,ucmnTmYpGhI,Enough of this Jewish and Arab drool.,enough jewish arab drool
945,ucmnTmYpGhI,Every women love it.,everi women love
946,ucmnTmYpGhI,This reminded me of Cars 2..,remind car
947,ucmnTmYpGhI,I love this movie =]]]]]],love movi
948,ucmnTmYpGhI,"before i see this trailer I used to say &quot;You see it ,you smell it now take it&quot;",see trailer use say quot see smell take quot
949,ucmnTmYpGhI,"before the boy cries &quot;you want to make sure you don&#39;t move too much when this nice lady tries to cut your hair with a sharp pair of scissors. if she slips and cut your jugular vein all your blood will be on the floor in 4 minutes. i have seen this i have done this, you don&#39;t want this&quot; -boy cries. zohan knocks him out-",boy cri quot want make sure move much nice ladi tri cut hair sharp pair scissor slip cut jugular vein blood floor minut seen done want quot boy cri zohan knock
950,ucmnTmYpGhI,Dam it since when can motor boats comment on youtube 0-0,dam sinc motor boat comment youtub
951,ucmnTmYpGhI,smell it smell it now take it hahahaha,smell smell take hahahaha
952,ucmnTmYpGhI,because 1:26,
953,ucmnTmYpGhI,"A waste of time, i group Zohan with other shamelessly racist action movies because a film should at least be minutely funny to be categorized as a comedy.",wast time group zohan shamelessli racist action movi film least minut funni categor comedi
954,ucmnTmYpGhI,epic 2:03,epic
955,ucmnTmYpGhI,why are they write NO NO.....?,write
956,ucmnTmYpGhI,pump up the jam,pump jam
957,ucmnTmYpGhI,Israel ROCKS!,israel rock
958,ucmnTmYpGhI,NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO,
959,ucmnTmYpGhI,Hene ani ba it&#39;s a hebrew dance song.,hene ani ba hebrew danc song
960,ucmnTmYpGhI,"@RSnelli still better than anything starring Jack Black, i fought it was funny.",rsnelli still better anyth star jack black fought funni
961,ucmnTmYpGhI,reminds me of borat,remind borat
962,ucmnTmYpGhI,What is the first song in the trailer? Not pump up the jam.,first song trailer pump jam
964,ucmnTmYpGhI,Was that a motorboat?,motorboat
965,ucmnTmYpGhI,Yes i do know what it is ans that is what israel is today,ye know an israel today
966,ucmnTmYpGhI,thts so funny i mean all adam always gets 5 stars,tht funni mean adam alway get star
967,ucmnTmYpGhI,oversexed israeli counter terrorist hairdressing disco god,oversex isra counter terrorist hairdress disco god
968,ucmnTmYpGhI,hate it,hate
969,ucmnTmYpGhI,Did anyone hear the  famous Disco Dancer Tune at the end .,anyon hear famou disco dancer tune end
970,ucmnTmYpGhI,"&#39;&#39;have you ever worked with kids before?&#39;&#39; *puts him unconscious* &#39;&#39;at least its a good time to shave his neck, I will get him quick&#39;&#39;",ever work kid put unconsci least good time shave neck get quick
971,ucmnTmYpGhI,Downloading it now!,download
972,ucmnTmYpGhI,@MrMetalphoenix This is just a guess but maybe...&quot;pump it&quot;? (It really is just a guess),mrmetalphoenix guess mayb quot pump quot realli guess
973,ucmnTmYpGhI,i think that movie is based on Chuck Norris...,think movi base chuck norri
974,ucmnTmYpGhI,my favorite movie~~,favorit movi
975,ucmnTmYpGhI,@BehindDXMask YEAH - KILL EVERYONE THEN &quot;PEACE&quot;,behinddxmask yeah kill everyon quot peac quot
977,ucmnTmYpGhI,"@SuperUltraMegaMan100 wth, do you guys even know what a zionist is?",superultramegaman wth guy even know zionist
979,ucmnTmYpGhI,funny movie sandler was fantastic.but too much adult content,funni movi sandler fantast much adult content
980,ucmnTmYpGhI,1:10 Ahahhaha :D,ahahhaha
981,ucmnTmYpGhI,No One Can Kill The Zohan!!!!!!!!!!!!!!!,one kill zohan
982,ucmnTmYpGhI,"@Nixxy951 what was that, a motorboat? :O",nixxi motorboat
983,ucmnTmYpGhI,"HAHAHAHHAHAHAA LOVE THAT MOVIE, Me and my friends laughed so much, hardly anytime for breathing...XD",hahahahhahahaa love movi friend laugh much hardli anytim breath xd
984,ucmnTmYpGhI,7,
987,ucmnTmYpGhI,oh no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no,oh
988,ucmnTmYpGhI,so lets go :D,let go
989,ucmnTmYpGhI,DRADS CREATURE!!! LMAO,drad creatur lmao
990,ucmnTmYpGhI,@Nixxy951 k then,nixxi k
991,ucmnTmYpGhI,"@Fantastic3er i guess so, ive never seen the film myself so i cant reli judge.",fantast er guess ive never seen film cant reli judg
992,ucmnTmYpGhI,"@Fantastic3er how so, i mean i understand about all illuminati an nwo an everything, but how is this propaganda? just cus of the name?",fantast er mean understand illuminati nwo everyth propaganda cu name
993,ucmnTmYpGhI,:P,p
994,ucmnTmYpGhI,Adam Sandler looks cool...he looks handsome,adam sandler look cool look handsom
995,ucmnTmYpGhI,he thinks I have nice curls that go well with a full face ............. IDIOT ! lolz,think nice curl go well full face idiot lolz
996,ucmnTmYpGhI,"In my view, this was Adam Sandlers funniest movies and it deserved better than the reviews it got.",view adam sandler funniest movi deserv better review got
997,ucmnTmYpGhI,hi,hi
998,ucmnTmYpGhI,"&quot;SMELL IT, SMELL IT. NOW TAKE IT! *BOOM!* lolll x)",quot smell smell take boom lolll x
999,ucmnTmYpGhI,"Smeel it smeel it, now take it.",smeel smeel take
1000,ucmnTmYpGhI,@crazybaseballdude12 he is anti zionist its not the same thing.,crazybaseballdud anti zionist thing
1001,ucmnTmYpGhI,@Nixxy951 was that motorboat,nixxi motorboat
1002,ucmnTmYpGhI,@Nixxy951 NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO﻿ NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO,nixxi
1003,ucmnTmYpGhI,"comedy of the year 2008! wait! it&#39;s 2011, which means is the best comedy from that on! :)",comedi year wait mean best comedi
1004,ucmnTmYpGhI,tht is super epic!!!!!!!!!!!!!!!!!!!!!,tht super epic
1005,ucmnTmYpGhI,SHIZIBLE BLEEEJJJJ,shizibl bleeejjjj
1007,ucmnTmYpGhI,Pretty much the best movie ever.,pretti much best movi ever
1008,ucmnTmYpGhI,FUCK all of you israel haters,fuck israel hater
1009,ucmnTmYpGhI,Too cooool!!! =D,cooool
1010,ucmnTmYpGhI,you laugh till you cry,laugh till cri
1011,ucmnTmYpGhI,"&quot;smeeeeel it smeeeeeel it, now take it",quot smeeeeel smeeeeeel take
1012,ucmnTmYpGhI,Free Palestine.....,free palestin
1013,ucmnTmYpGhI,@Nixxy951  was that a motorboat? X3,nixxi motorboat x
1014,ucmnTmYpGhI,"smell it, smell it, now take it, POW!!!!",smell smell take pow
1015,ucmnTmYpGhI,this is the only adam sandler movie i didn&#39;t like :/,adam sandler movi like
1016,ucmnTmYpGhI,"&quot;he was very cool, he thinks i have nice curls that go well with a full face&quot; &quot;IDIOT!&quot; xD",quot cool think nice curl go well full face quot quot idiot quot xd
1017,ucmnTmYpGhI,@Nixxy951 why,nixxi
1018,ucmnTmYpGhI,"People, we have a new Chuck Norris!",peopl new chuck norri
1019,ucmnTmYpGhI,LOL NICE SHIRT!! at 0:16,lol nice shirt
1020,ucmnTmYpGhI,"smell it smell it, now take it. LOL",smell smell take lol
1021,ucmnTmYpGhI,2 people mess with zohan.,peopl mess zohan
1022,ucmnTmYpGhI,good film,good film
1023,ucmnTmYpGhI,1:56 smell it smell it now take it 8),smell smell take
1024,ucmnTmYpGhI,what&#39;s the name of the song at 1.59 ?!,name song
1025,ucmnTmYpGhI,&quot;I will get him quick&quot;... oh jahhh,quot get quick quot oh jahhh
1026,ucmnTmYpGhI,@doronbz7  who fuckin carrre anyway,doronbz fuckin carrr anyway
1027,ucmnTmYpGhI,ahahahhahaahhaah2:04 ROFL LMFAO :DDDDDDDDDD,ahahahhahaahhaah rofl lmfao dddddddddd
1028,ucmnTmYpGhI,@copyisright pump up the jam technotronic,copyisright pump jam technotron
1029,ucmnTmYpGhI,"2:13 at least it&#39;s the good time to shave his neck, hahahaha",least good time shave neck hahahaha
1030,ucmnTmYpGhI,Epic Movie = Epic,epic movi epic
1031,ucmnTmYpGhI,"gees, that was soooooooooo nice!",gee soooooooooo nice
1032,ucmnTmYpGhI,"Such a shame that some people - hummus75, TurksihMujahid - just miss the entire point of the movie. You are BOTH the reason why this conflict continues. Shame on you both.",shame peopl hummu turksihmujahid miss entir point movi reason conflict continu shame
1033,ucmnTmYpGhI,@CrAiSeez,craiseez
1035,ucmnTmYpGhI,effing hilarious!,ef hilari
1036,ucmnTmYpGhI,Technotronic - Pump Up The Jam,technotron pump jam
1037,ucmnTmYpGhI,"the best film, ive ever seen!",best film ive ever seen
1038,ucmnTmYpGhI,Gay!! Adam Sandler blows!!!,gay adam sandler blow
1039,ucmnTmYpGhI,I am so happy that this comes out before I go to Marine basic,happi come go marin basic
1040,oqkdB7It5Go,👌👌👌👌,
1041,oqkdB7It5Go,"For tonight I&#39;ve seen that movie, channel 340 were AXSTV. It&#39;s a great movie to watch😊💗",tonight seen movi channel axstv great movi watch
1042,oqkdB7It5Go,Not realistic,realist
1043,oqkdB7It5Go,sliker on twitch be like :,sliker twitch like
1044,oqkdB7It5Go,Seen in:<br>Beowulf <br>Vantage Point <br>The Other Boleyn Girl,seen beowulf vantag point boleyn girl
1045,oqkdB7It5Go,I tried doing this with only a high school diploma and lost it all 😢,tri high school diploma lost
1046,oqkdB7It5Go,They grow up to be &#39;Jerry and Marge Go Large&#39; <br><br>trust me,grow jerri marg go larg trust
1047,oqkdB7It5Go,"This movie makes me feel smart. Dean Petriw, kid actor should be the new version of Ben Campbell. Preferably before he goes to college",movi make feel smart dean petriw kid actor new version ben campbel prefer goe colleg
1048,oqkdB7It5Go,Jim Sturgess was good looking back then. He was a dad in Home Before Dark,jim sturgess good look back dad home dark
1049,oqkdB7It5Go,"I like films of this kind and always watch them with pleasure, even though I haven&#39;t played for a very long time myself...",like film kind alway watch pleasur even though play long time
1050,oqkdB7It5Go,"Great movie, it opened my eyes: Rich people count, dreamers gamble. At least he got his scholarship... and beautiful girl.",great movi open eye rich peopl count dreamer gambl least got scholarship beauti girl
1051,oqkdB7It5Go,"Winner Winner Chicken Dinner....<br>No Please, Keep Going!<br>This video is priceless <br>🤣🤣🤣🤣🤣🤣",winner winner chicken dinner pleas keep go video priceless
1052,oqkdB7It5Go,How is there only 35 comments on this,comment
1053,oqkdB7It5Go,Do you think casino managers really take you to the basement and beat you if you keep winning?,think casino manag realli take basement beat keep win
1054,oqkdB7It5Go,"<a href=""https://www.youtube.com/watch?v=oqkdB7It5Go&amp;t=0m56s"">0:56</a> music please",music pleas
1055,oqkdB7It5Go,what&#39;s 9 + 10,
1056,oqkdB7It5Go,ratio sadly,ratio sadli
1057,oqkdB7It5Go,In my top 3,top
1058,oqkdB7It5Go,Asx xz-£+z# Qtqwq,asx xz z qtqwq
1059,oqkdB7It5Go,"Jim Sturgess, an 120 %  Englishman in American movie is quite odd.",jim sturgess englishman american movi quit odd
1060,oqkdB7It5Go,Pro-tip: MIT was <b>EXACTLY</b> like this...,pro tip mit exactli like
1061,oqkdB7It5Go,Great movie,great movi
1062,oqkdB7It5Go,21 prequel,prequel
1063,oqkdB7It5Go,У нас эта игра называется «Очко»,
1064,oqkdB7It5Go,"still dk how Black jack works, but the movie is good",still dk black jack work movi good
1065,oqkdB7It5Go,"13 лет назад, кто жив 2020 29 декабрь 👋🤩",
1066,oqkdB7It5Go,Hi 👋🤩,hi
1067,oqkdB7It5Go,Всем привет Друзья,
1068,oqkdB7It5Go,For being an officially uploaded trailer - this is pretty much a potato-ish quality!,offici upload trailer pretti much potato ish qualiti
1069,oqkdB7It5Go,"while the movie is good. I still wonder they had such a good system and all, but why do they keep going back to the same casino? There is more than 1 casino in vegas, there is a casino in Flordia, Oklahoma, New Jersey, and other places. <br><br>They just go back to the same place where the doorman also knows them.<br>Seriously, book knowledge is not everything. they could not even last 1 yr.<br>That is why the warren buffet is one of the richest men.",movi good still wonder good system keep go back casino casino vega casino flordia oklahoma new jersey place go back place doorman also know serious book knowledg everyth could even last yr warren buffet one richest men
1070,oqkdB7It5Go,A Columbia Pictures Release 2007,columbia pictur releas
1071,oqkdB7It5Go,we watched this is maths class,watch math class
1072,oqkdB7It5Go,Good Ending :D,good end
1073,oqkdB7It5Go,Erm thanks for showing me the whole movie 👍🏽,erm thank show whole movi
1074,oqkdB7It5Go,Umm I meant android 21,umm meant android
1075,zJGleGyahC8,0:46 second tells the truth abouth this movie...,second tell truth abouth movi
1076,zJGleGyahC8,Awesome movie .. Must watch !,awesom movi must watch
1077,zJGleGyahC8,"Oh, believe me, I&#39;m not complaining about the lack of details. Like I said, that&#39;s what makes me want to see this.",oh believ complain lack detail like said make want see
1078,zJGleGyahC8,they can&#39;t give you more detailes.watch it and you&#39;ll understand why,give detail watch understand
1079,zJGleGyahC8,This movie is BAD AAASSS! MaaGNIFIC!,movi bad aaasss maagnif
1080,zJGleGyahC8,"the ending is pure genius!! It was suspicion, that itll come, but one did not expect it.",end pure geniu suspicion itll come one expect
1081,zJGleGyahC8,"This trailer makes me want to see this movie, mainly because it tells me nothing about what the film is about.",trailer make want see movi mainli tell noth film
1082,zJGleGyahC8,Amazing movie. Not for Die Hard and Justin Bieber funs obviously.,amaz movi die hard justin bieber fun obvious
1083,zJGleGyahC8,"Great,i recommend.",great recommend
1084,zJGleGyahC8,O reala capodopera!,reala capodopera
1085,zJGleGyahC8,"great movie, Geoffrey is the man !",great movi geoffrey man
1086,zJGleGyahC8,"If you want to build muscle, you should look up on Google &quot;Smashing Ripped X&quot;. They can guide you and help you get the body you deserve.",want build muscl look googl quot smash rip x quot guid help get bodi deserv
1087,zJGleGyahC8,"This movie has cost 13.5 million and it is a masterpiece, aside from The Great Gatsby, which cost 105 million. But the world is going to see it anyway, because the name Di Caprio&#39;s attraction no matter if the movie is crap, that resembles a carnival of Rio de Janeiro, than a movie.",movi cost million masterpiec asid great gatsbi cost million world go see anyway name di caprio attract matter movi crap resembl carniv rio de janeiro movi
1088,zJGleGyahC8,"best movie ever, worst ending ever. I wished i didnt watched it.",best movi ever worst end ever wish didnt watch
1089,zJGleGyahC8,What a great movie!,great movi
1090,zJGleGyahC8,"while the commenter was ridiculously inarticulate, they had a point.",comment ridicul inarticul point
1091,zJGleGyahC8,the best movie ever,best movi ever
1092,zJGleGyahC8,"thing is, william blake doesn&#39;t have to be alive because he wrote shit that can be differently interpreted and appreciated every time you read it",thing william blake aliv wrote shit differ interpret appreci everi time read
1093,zJGleGyahC8,the best offer and the best act of scamming = d best movie.,best offer best act scam best movi
1094,zJGleGyahC8,All the info about the film on INDIE-LECTUAL.BLOGSPOT,info film indi lectual blogspot
1095,zJGleGyahC8,best movie,best movi
1096,zJGleGyahC8,"Lol smartass take the worst example go ahead. No wonder you ignored songs like &quot;Beautiful &quot; ,&quot;Mockingbird&quot;, &quot;Haile&#39;s song&quot; and many others that have deep meaning and impossible wordplay. Oh and btw when i said a better rapper I meant someone who&#39;s still alive, that I can expect new songs from him. Sure great respect for Biggie BUT he&#39;s highly overrated cause of his early death. 2Pac is a better rapper than Biggie and Shady is better than both. Different level. Anyway this video ain&#39;t about music",lol smartass take worst exampl go ahead wonder ignor song like quot beauti quot quot mockingbird quot quot hail song quot mani other deep mean imposs wordplay oh btw said better rapper meant someon still aliv expect new song sure great respect biggi highli overr caus earli death pac better rapper biggi shadi better differ level anyway video music
1097,zJGleGyahC8,Lyrics as in &quot;fuck you&quot; x33 ? Read William Blake.,lyric quot fuck quot x read william blake
1099,zJGleGyahC8,Yeah I am. Find me a better lyricist or generally a rapper and then we&#39;ll talk again,yeah find better lyricist gener rapper talk
1100,zJGleGyahC8,Was he? He exploited his position as famous antique appraisal. He had multi-million collection and payed next to nothing for it.,exploit posit famou antiqu apprais multi million collect pay next noth
1101,zJGleGyahC8,"If it seems too good to be true, it probably is.",seem good true probabl
1102,zJGleGyahC8,You&#39;re using &#39;eminem&#39; as avatar. Enough said.,use eminem avatar enough said
1103,zJGleGyahC8,One of the best movies i ever watched if not the best.. Everything in it is perfect. Everything.,one best movi ever watch best everyth perfect everyth
1105,zJGleGyahC8,concealed in every forgery,conceal everi forgeri
1106,zJGleGyahC8,"Yes, but that doesn&#39;t exclude the possibility that the trailer sucks (and in my opinion, this trailer is beautiful) but the movie is awesome!",ye exclud possibl trailer suck opinion trailer beauti movi awesom
1107,zJGleGyahC8,there&#39;s always something authentic.... the else part? cant recognize it...,alway someth authent els part cant recogn
1108,zJGleGyahC8,Lol don&#39;t get all butthurt on me cause i find your favourite movie kinda gay. I never watched any of those movies you talk about. Especially battleship. It&#39;s as gay as this one,lol get butthurt caus find favourit movi kinda gay never watch movi talk especi battleship gay one
1109,zJGleGyahC8,stick to watching transformers and battleship. that&#39;s classified for people like you,stick watch transform battleship classifi peopl like
1110,zJGleGyahC8,hmm but the biggest backstabber was his *so called* best friends so... don&#39;t trust other humans? hehe,hmm biggest backstabb call best friend trust human hehe
1111,zJGleGyahC8,What a great movie to see....,great movi see
1112,zJGleGyahC8,The end was unexpected for me :),end unexpect
