,ID,comments,cleaned_comments
3074,T4_wHfz2qUA,where is my boi Krilin :(,boi krilin
3075,T4_wHfz2qUA,que buena peli :),que buena peli
3076,T4_wHfz2qUA,"Search Dragon ball : Light and Hope or Dragon ball : The fall of Men , on YouTube!! It will extinct your feeling of committing suicide after Watching this Garbage!! <br><br>They (Hollywood) just want to make money by featuring trash  and that&#39;s all !! They don&#39;t get how much it hurt the real fans!! Hollywood should learn something from these Fan Made Movies!!",search dragon ball light hope dragon ball fall men youtub extinct feel commit suicid watch garbag hollywood want make money featur trash get much hurt real fan hollywood learn someth fan made movi
3077,T4_wHfz2qUA,Estou em 2008 e estou aguardando pra assistir esse filmaço,estou em e estou aguardando pra assistir ess filma
3078,T4_wHfz2qUA,"Dear 20th Century Fox, I fixed your movie and made it 100% better.<br>This is the best i could do with this bad movie, i tried. <br>LINK TO MY BETTER VERSION OF DRAGON BALL EVOLUTION: <a href=""https://drive.google.com/file/d/1B_YKKzKFDdWqV2C0j1bhc1McZ7mcKwOM/view"">https://drive.google.com/file/d/1B_YKKzKFDdWqV2C0j1bhc1McZ7mcKwOM/view</a>",dear th centuri fox fix movi made better best could bad movi tri link better version dragon ball evolut http drive googl com file b ykkzkfddwqv c j bhc mcz mckwom view
3079,T4_wHfz2qUA,Why is Goku a North American? I mean like it not hard to find a asian actor,goku north american mean like hard find asian actor
3080,T4_wHfz2qUA,no mames,mame
3081,T4_wHfz2qUA,SNUBBED at the Oscars!,snub oscar
3082,T4_wHfz2qUA,Boy if you dont,boy dont
3083,T4_wHfz2qUA,that&#39;s not the dragon Ball z I know .,dragon ball z know
3084,T4_wHfz2qUA,Looks dumb to me,look dumb
3085,T4_wHfz2qUA,I just notice Fiona and Jimmy Steve,notic fiona jimmi steve
3086,T4_wHfz2qUA,This thing is the defenition of cancer,thing defenit cancer
3087,T4_wHfz2qUA,lmao just kill me already,lmao kill alreadi
3088,T4_wHfz2qUA,Horrible! Have they no regard for Japanese culture and for the source material?! Did any of these people even read the manga or even watch a single episode of ANY of the shows?!!,horribl regard japanes cultur sourc materi peopl even read manga even watch singl episod show
3089,T4_wHfz2qUA,Why was this even made ?,even made
3090,T4_wHfz2qUA,This movie was a mistake!,movi mistak
3091,T4_wHfz2qUA,Llooooooooooooooollll,llooooooooooooooollll
3092,T4_wHfz2qUA,Why is goku american?,goku american
3093,T4_wHfz2qUA,Garbage,garbag
3094,T4_wHfz2qUA,MASUMO!!!!!,masumo
3095,T4_wHfz2qUA,Stupid time waste,stupid time wast
3096,T4_wHfz2qUA,Piccolo c’est the mask 😂😂😂😂🤣🤣🤣🤣🤣🤣🤣🤣,piccolo c est mask
3097,T4_wHfz2qUA,1/10,
3098,T4_wHfz2qUA,...a virtually all white cast in an Asian anime....great...Thank you America.,virtual white cast asian anim great thank america
3099,T4_wHfz2qUA,White ppl always gotta change the orgin,white ppl alway got ta chang orgin
3100,T4_wHfz2qUA,Trash,trash
3101,T4_wHfz2qUA,This movie was so bad it made batman and robin look good!!,movi bad made batman robin look good
3102,T4_wHfz2qUA,The only scene in this movie was Goku vs the bullies in chi chi&#39;s house.BTW...Doed anyone saw ANY Dragon Ball episode?Like really?U need to make it again and better,scene movi goku vs bulli chi chi hous btw do anyon saw dragon ball episod like realli u need make better
3103,T4_wHfz2qUA,Ese filme é um lixo,ese film um lixo
3104,T4_wHfz2qUA,SO MUCH EDITING!,much edit
3105,T4_wHfz2qUA,Chris Stuckmann? Anyone? 😂😂,chri stuckmann anyon
3106,T4_wHfz2qUA,khud ka evolution karvav,khud ka evolut karvav
3107,T4_wHfz2qUA,THIS IS NOT DRAGON BALL!!!,dragon ball
3108,T4_wHfz2qUA,This is amazing movie :),amaz movi
3109,T4_wHfz2qUA,Dragonball Light and Hope brought me here to troll your asses lol. Here&#39;s some advice to Hollywood. Hire these guys next time you think about doing this.,dragonbal light hope brought troll ass lol advic hollywood hire guy next time think
3110,T4_wHfz2qUA,This movie is shitty,movi shitti
3111,T4_wHfz2qUA,Wish i could wish it&#39;s never happened.,wish could wish never happen
3112,T4_wHfz2qUA,Literally the only good thing about this trailer (and the movie) is the music. But not even Two Steps From Hell can make up for all the mistakes. And there are many.,liter good thing trailer movi music even two step hell make mistak mani
3113,T4_wHfz2qUA,whýyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy,wh yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy
3114,T4_wHfz2qUA,i saw this movie illegally at home and after watching it i feel like someone owes me money,saw movi illeg home watch feel like someon owe money
3115,T4_wHfz2qUA,"Why is it that the dragon ball z movie title because you make this movie came out very poorly. I love comic dragon ball, but I hate this movie.",dragon ball z movi titl make movi came poorli love comic dragon ball hate movi
3116,T4_wHfz2qUA,WORST - HORRIBLE MOVIE EVER!!!,worst horribl movi ever
3117,T4_wHfz2qUA,Did they even read the source material?,even read sourc materi
3118,T4_wHfz2qUA,This movie straight up ruined my childhood lol,movi straight ruin childhood lol
3119,T4_wHfz2qUA,"If you are or were a Dragonball (Z) fan, I wouldn&#39;t recommend watching this movie. Things such at the KAME house where Master Roshi lives were such a let-down... I mean, he is supposed to live on a tropical island in the middle of an ocean! Not in some lame city. That&#39;s one of many dissapointments to me in this movie. The characters didn&#39;t even look like themselves either.",dragonbal z fan recommend watch movi thing kame hous master roshi live let mean suppos live tropic island middl ocean lame citi one mani dissapoint movi charact even look like either
3120,T4_wHfz2qUA,"This was so poor..... the worst bit was when he ruined the Kamehameha, ruining an entire childhood in about 5 seconds.",poor worst bit ruin kamehameha ruin entir childhood second
3121,T4_wHfz2qUA,Now... That doesn&#39;t do anything with creative,anyth creativ
3122,T4_wHfz2qUA,Bulma can suck on my dragon balls,bulma suck dragon ball
3123,T4_wHfz2qUA,"it looks nothing like the original wich makes me mad plus bulma looks nothing like that. and where the hell is mr. po po, kami, gohan, krilian, vegeta, napa, seriously think it out more.",look noth like origin wich make mad plu bulma look noth like hell mr po po kami gohan krilian vegeta napa serious think
3124,T4_wHfz2qUA,this angers me!,anger
3125,T4_wHfz2qUA,72 people know that this crap ass movie is FTL.,peopl know crap ass movi ftl
3126,T4_wHfz2qUA,I thought Goku wuz a kid in db.,thought goku wuz kid db
3127,T4_wHfz2qUA,ONE WORD. FANTASTIC!,one word fantast
3128,T4_wHfz2qUA,"Yet another anime they ruin, poor dragon ball and Avatar the last airbender -.-",yet anoth anim ruin poor dragon ball avatar last airbend
3129,T4_wHfz2qUA,IT&#39;S NOT A REALL DRAGONBALL !!! this looks so awefull... iiiyyy... Maybe i just read the manga and watch anime than whatch this kind of .... thing,reall dragonbal look aweful iiiyyy mayb read manga watch anim whatch kind thing
3130,T4_wHfz2qUA,lame.,lame
3131,T4_wHfz2qUA,what the hell is wrong with you people it&#39;s such an awesome movie!!!... I love it!,hell wrong peopl awesom movi love
3132,T4_wHfz2qUA,DONT WATCH IT! it sucks!,dont watch suck
3133,T4_wHfz2qUA,EPIC FAIL =_= in many ways.....,epic fail mani way
3134,T4_wHfz2qUA,what a waste of time,wast time
3135,T4_wHfz2qUA,@x00004 ???,x
3136,T4_wHfz2qUA,"the only reason I watched this is because of jamie chung. Overall the movie does suck, but I did enjoy some of the scenes.",reason watch jami chung overal movi suck enjoy scene
3138,T4_wHfz2qUA,the movie is awsome all you hatters can suck on it you probably are gay anyways        cuzz there are some awsome chicks in the movie nice effects and just because its not so like you expected to be doesnt mean it sux,movi awsom hatter suck probabl gay anyway cuzz awsom chick movi nice effect like expect doesnt mean sux
3139,T4_wHfz2qUA,Why goku looks so weak in this movie? :)),goku look weak movi
3140,T4_wHfz2qUA,hahha it looks worst that i expected but i think if someone havent seen the dragonball cartoon and see this movie......he will say &quot;good movie&quot;,hahha look worst expect think someon havent seen dragonbal cartoon see movi say quot good movi quot
3141,T4_wHfz2qUA,"@rvm4u seriously dude 6 months ago...6 months ago, i need not say anymore...if you have time to read a comment from 6 months ago you must be some kind of social cripple...i have the right to express my opinion stop crying like a little bitch in my inbox...",rvm u serious dude month ago month ago need say anymor time read comment month ago must kind social crippl right express opinion stop cri like littl bitch inbox
3142,T4_wHfz2qUA,@darklord1345 BULLSHIT IN THE CARTOON HE HAS A COLOR IN THE MOVIE HE SHOULD OF STAYED THE SAME COLOR,darklord bullshit cartoon color movi stay color
3143,T4_wHfz2qUA,"@CuriousPedestrian I KNO RIGHT AND IM BLACK, WTF THEY SCREWED THE FUCKING MOVIE UP",curiouspedestrian kno right im black wtf screw fuck movi
3144,T4_wHfz2qUA,who ever made this fucked up movie needs to be cute to piece. piece of shit. THIS IS NOT DRAGON BALL PPL!!!,ever made fuck movi need cute piec piec shit dragon ball ppl
3145,T4_wHfz2qUA,They should&#39;ve added... &quot;Not based on the ACTUAL Dragonball franchise... we just liked the names.&quot;,ad quot base actual dragonbal franchis like name quot
3146,T4_wHfz2qUA,woah this movie was awesome we an a friend watched it drunk and we never had such a good laugh before =D....Sure disappointing as a DragonBall Fan..but still you can have a pretty good time watchin this bunch of crap...I mean if you´re not a hardcore DB fanboy :P,woah movi awesom friend watch drunk never good laugh sure disappoint dragonbal fan still pretti good time watchin bunch crap mean hardcor db fanboy p
3147,T4_wHfz2qUA,awful...... maybe if they had changed the name and changed the dragonballs....to &quot;mystical devices&quot; it would had had a shot,aw mayb chang name chang dragonbal quot mystic devic quot would shot
3148,T4_wHfz2qUA,xDDD,xddd
3150,T4_wHfz2qUA,"Thats right dude i&#39;m single i&#39;m a little virgin..oh i&#39;ve never even held a girls hand..*tear*...ha dude get real this is the 21st century...my girlfriend would kick the shit out of you...your guna have to do better than the &quot;oh, get a life and a girlfirend, because that&#39;s what everyone says to me so i&#39;m going to say it to you&quot; comment...tip, it makes you sound like you have less of a life dude...i feel sorry for you",that right dude singl littl virgin oh never even held girl hand tear ha dude get real st centuri girlfriend would kick shit guna better quot oh get life girlfirend everyon say go say quot comment tip make sound like less life dude feel sorri
3151,T4_wHfz2qUA,"Nothing, absolutely nothing like dragon ball. Why even use the dragon ball franchise for this? Just call it another martial arts movie.",noth absolut noth like dragon ball even use dragon ball franchis call anoth martial art movi
3152,T4_wHfz2qUA,DBZ is Lame anyway...i&#39;m sure i&#39;ll get some negative replys but i actually don&#39;t care...bring it this show sucks...,dbz lame anyway sure get neg repli actual care bring show suck
3153,T4_wHfz2qUA,lol a lot of haters about this movie,lol lot hater movi
3154,T4_wHfz2qUA,this is heart-breaking.,heart break
3156,T4_wHfz2qUA,what the hell guns and vehicles. that completely changes the setting of dbz,hell gun vehicl complet chang set dbz
3157,T4_wHfz2qUA,"The action is good, but the storyline is almost as bad as street fighter the legend of chun lee.",action good storylin almost bad street fighter legend chun lee
3158,T4_wHfz2qUA,This looks so crappy! I had to stop halfway through the trailer; I couldn&#39;t bear to watch any more.,look crappi stop halfway trailer bear watch
3159,T4_wHfz2qUA,Dragonball would have been a better idea to turn into an animated movie. Not that it should have had a film to begin with.,dragonbal would better idea turn anim movi film begin
3160,T4_wHfz2qUA,1:02 LOL a transformers!!,lol transform
3161,T4_wHfz2qUA,I thought that the DBZ saga was safe.......BUT HOLLYWOOD FUCKS UP EVERYTHING WE HOLD DEAR TO OUR HEARTS!! DAMN THEM!!! GODDAMN THEM ALL TO HELL!!!!,thought dbz saga safe hollywood fuck everyth hold dear heart damn goddamn hell
3162,T4_wHfz2qUA,oooo man i watched this movei and i loveed it it is best movie ever,oooo man watch movei love best movi ever
3164,T4_wHfz2qUA,you couldn&#39;t pay me to watch this dumb  movie.,pay watch dumb movi
3165,T4_wHfz2qUA,lol wow this looks terrible,lol wow look terribl
3166,T4_wHfz2qUA,Why is Goku white?,goku white
3167,T4_wHfz2qUA,it could have been so good....,could good
3168,T4_wHfz2qUA,this movie will suck,movi suck
3169,HZJMZapC8NQ,One of the greatest movies of all time.,one greatest movi time
3170,HZJMZapC8NQ,"In Desert Storm, we painted Wolverines on all the tanks we zapped.",desert storm paint wolverin tank zap
3171,HZJMZapC8NQ,Interesting to see some scenes that didn&#39;t make it do the final cut,interest see scene make final cut
3172,HZJMZapC8NQ,"Key words she said &quot;They&#39;re coming for you&quot; because you&#39;ve dona a great job filling in your profile on these social aps, they know who&#39;s most likely to cause trouble for them... perhaps another example of art imitating life...😮😂",key word said quot come quot dona great job fill profil social ap know like caus troubl perhap anoth exampl art imit life
3173,HZJMZapC8NQ,"Bad movie, bad acting and bad scenario in american way what would be...",bad movi bad act bad scenario american way would
3174,HZJMZapC8NQ,Idole,idol
3175,HZJMZapC8NQ,&quot;No foreign army has ever invaded american soil&quot;<br>Britishnuggets: 🙂,quot foreign armi ever invad american soil quot britishnugget
3176,HZJMZapC8NQ,"ummm in answer to the opening credits,  the British in 1812 sacked Washington.",ummm answer open credit british sack washington
3177,HZJMZapC8NQ,"How about this for an idea? A re release in theaters. It would be a way easy sell-already made an paid for-only cost is the digital distribution (and residuals for any actors who negotiated as such.) It would be hugely popular-except, of course, in Russia. ;)",idea releas theater would way easi sell alreadi made paid cost digit distribut residu actor negoti would huge popular except cours russia
3178,HZJMZapC8NQ,American partizans.,american partizan
3179,HZJMZapC8NQ,Putlers wet dream,putler wet dream
3180,HZJMZapC8NQ,WOLVERINES!  such a guilty pleasure movie!,wolverin guilti pleasur movi
3181,HZJMZapC8NQ,Что я щас увидел?!,
